"","kingdom_final","phylum_final","class_final","order_final","family_final","genus_final","species_final"
"ASVp3_113","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Lawsonella","clevelandensis_A"
"ASVp3_114","Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Eggerthella","lenta"
"ASVp3_115","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Sutterella","wadsworthensis"
"ASVp3_116","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Polynucleobacter","sp903935355/arcticus/sp018688155/sp018687675/sp018882335/duraquae/sp018881605/sp018882095/sp001889925/brandtiae/corsicus/sp030295705/sp018881975/sp018688355/sp018882365/sp018881965/aenigmaticus/antarcticus/sp018881595/sp018881905/meluiroseus/hallstattensis/sp018882085"
"ASVp3_117","Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Bifidobacteriaceae","Bifidobacterium","dentium"
"ASVp3_118","Bacteria","Actinomycetota","Actinomycetes","Propionibacteriales","Propionibacteriaceae","Cutibacterium","modestum"
"ASVp3_119","Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Eggerthella","lenta"
"ASVp3_120","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","ammonificans/ammoniigenes"
"ASVp3_121","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Polynucleobacter","sp903935355/arcticus/sp018688155/sp018687675/sp018882335/duraquae/sp018881605/sp018882095/sp001889925/brandtiae/corsicus/sp030295705/sp018881975/sp018688355/sp018882365/sp018881965/aenigmaticus/antarcticus/sp018881595/sp018881905/meluiroseus/hallstattensis/sp018882085"
"ASVp3_122","Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella","sp902362275/sp902472315"
"ASVp3_123","Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","faecalis"
"ASVp3_124","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus","sphaerophysae"
"ASVp3_125","Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus_A","avium"
"ASVp3_126","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","merdae"
"ASVp3_127","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","NA"
"ASVp3_128","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","NA"
"ASVp3_129","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","NA"
"ASVp3_130","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","NA"
"ASVp3_131","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp3_132","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp3_133","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp3_134","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp3_135","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp3_136","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp3_137","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp3_138","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp3_139","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp3_140","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp3_141","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp3_142","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","NA"
"ASVp3_143","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","NA"
"ASVp3_144","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","NA"
"ASVp3_145","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp3_146","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp3_147","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","NA"
"ASVp3_148","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","NA"
"ASVp3_149","Bacteria","Bacillota_A","Clostridia","Lachnospirales","Lachnospiraceae","Hungatella","NA"
"ASVp3_150","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia","NA"
"ASVp3_151","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","NA"
"ASVp3_152","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","NA"
"ASVp3_153","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","NA"
"ASVp3_154","Bacteria","Bacillota_A","Clostridia","Lachnospirales","Lachnospiraceae","NA","NA"
"ASVp3_155","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia","NA"
"ASVp3_156","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia","NA"
"ASVp3_157","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia","NA"
"ASVp3_158","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","NA"
"ASVp3_159","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia","NA"
"ASVp3_160","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","NA"
"ASVp3_161","Bacteria","Bacillota_A","Clostridia","Lachnospirales","Lachnospiraceae","Alitiscatomonas","NA"
"ASVp3_162","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","NA"
"ASVp3_163","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","NA"
"ASVp3_164","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","NA"
"ASVp3_165","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","NA"
"ASVp3_166","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia","NA"
"ASVp3_167","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp3_168","Bacteria","Bacillota_A","Clostridia","Lachnospirales","Lachnospiraceae","Eisenbergiella","NA"
"ASVp3_169","Bacteria","Bacillota_A","Clostridia","Lachnospirales","Lachnospiraceae","Eisenbergiella","NA"
"ASVp3_170","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","NA"
"ASVp3_171","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp3_172","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Sutterella","NA"
"ASVp3_173","Bacteria","Bacillota","Bacilli","NA","NA","NA","NA"
"ASVp3_174","Bacteria","Bacillota","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus","NA"
"ASVp3_175","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Sutterella","NA"
"ASVp3_176","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Sutterella","NA"
"ASVp3_177","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Sutterella","NA"
"ASVp3_178","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Sutterella","NA"
"ASVp3_179","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Sutterella","NA"
"ASVp3_180","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Sutterella","NA"
"ASVp3_181","Bacteria","Bacillota","Bacilli","NA","NA","NA","NA"
"ASVp3_182","Bacteria","Bacillota","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus","NA"
"ASVp3_183","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Sutterella","NA"
"ASVp3_184","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Sutterella","NA"
"ASVp3_185","Bacteria","Bacillota","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus","NA"
"ASVp3_186","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp3_187","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Sutterella","NA"
"ASVp4_1","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia","muciniphila"
"ASVp4_2","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","uniformis"
"ASVp4_3","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","vulgatus"
"ASVp4_4","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","uniformis"
"ASVp4_5","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","thetaiotaomicron"
"ASVp4_6","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","vulgatus"
"ASVp4_7","Bacteria","Bacillota_A","Clostridia","Lachnospirales","Lachnospiraceae","Eisenbergiella","tayi"
"ASVp4_8","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","merdae"
"ASVp4_9","Bacteria","Bacillota_A","Clostridia","Lachnospirales","Lachnospiraceae","Enterocloster","bolteae/clostridioformis"
"ASVp4_10","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia","coli"
"ASVp4_11","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","stercoris"
"ASVp4_12","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","xylanisolvens"
"ASVp4_13","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","distasonis"
"ASVp4_14","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia","massiliensis"
"ASVp4_15","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","distasonis"
"ASVp4_16","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","distasonis"
"ASVp4_17","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","distasonis"
"ASVp4_18","Bacteria","Bacillota_A","Clostridia","Oscillospirales","Oscillospiraceae","Flavonifractor","plautii"
"ASVp4_19","Bacteria","Bacillota_A","Clostridia","Clostridiales","Clostridiaceae","Sarcina","perfringens"
"ASVp4_20","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Sutterella","wadsworthensis"
"ASVp4_21","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","distasonis"
"ASVp4_22","Bacteria","Bacillota_A","Clostridia","Lachnospirales","Lachnospiraceae","Eisenbergiella","porci"
"ASVp4_23","Bacteria","Bacillota_A","Clostridia","Lachnospirales","Lachnospiraceae","Hungatella","effluvii"
"ASVp4_24","Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus_B","durans"
"ASVp4_25","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","vulgatus"
"ASVp4_26","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","finegoldii"
"ASVp4_27","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","stercoris"
"ASVp4_28","Bacteria","Bacillota_A","Clostridia","Lachnospirales","Lachnospiraceae","Enterocloster","citroniae"
"ASVp4_29","Bacteria","Bacillota_A","Clostridia","Lachnospirales","Lachnospiraceae","Agathobacter","faecis"
"ASVp4_30","Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","faecalis"
"ASVp4_31","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia","coli"
"ASVp4_32","Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus_B","durans"
"ASVp4_33","Bacteria","Bacillota_A","Clostridia","Lachnospirales","Lachnospiraceae","Enterocloster","sp005845215"
"ASVp4_34","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","subtilis"
"ASVp4_35","Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus_A","avium"
"ASVp4_36","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","ammonificans/ammoniigenes"
"ASVp4_37","Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Bifidobacteriaceae","Bifidobacterium","longum"
"ASVp4_38","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","stercoris"
"ASVp4_39","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","finegoldii"
"ASVp4_40","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","finegoldii"
"ASVp4_41","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Limosilactobacillus","fermentum"
"ASVp4_42","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","onderdonkii"
"ASVp4_43","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Salmonella","diarizonae/houtenae/enterica"
"ASVp4_44","Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella","sp902362275/sp902472315"
"ASVp4_45","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","S5_Bg_092)"
"ASVp4_46","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","stercoris"
"ASVp4_47","Bacteria","Bacillota_A","Clostridia","Lachnospirales","Lachnospiraceae","Agathobacter","faecis"
"ASVp4_48","Bacteria","Bacillota_A","Clostridia","Oscillospirales","Oscillospiraceae","Flavonifractor","plautii"
"ASVp4_49","Bacteria","Bacillota_A","Clostridia","Lachnospirales","Lachnospiraceae","CHH4-2","sp018378255"
"ASVp4_50","Bacteria","Bacillota_A","Clostridia","Lachnospirales","Lachnospiraceae","Hungatella","effluvii"
"ASVp4_51","Bacteria","Bacillota_A","Clostridia","Lachnospirales","Lachnospiraceae","Hungatella","effluvii"
"ASVp4_52","Bacteria","Bacillota_A","Clostridia","Lachnospirales","Lachnospiraceae","Ruminococcus_B","gnavus"
"ASVp4_53","Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus_A","avium"
"ASVp4_54","Bacteria","Bacillota_A","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium","longum"
"ASVp4_55","Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Eggerthella","lenta"
"ASVp4_56","Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus_A","avium"
"ASVp4_57","Bacteria","Bacillota_A","Clostridia","Lachnospirales","Lachnospiraceae","Enterocloster","sp005845215"
"ASVp4_58","Bacteria","Bacillota_A","Clostridia","Clostridiales","Clostridiaceae","Sarcina","perfringens"
"ASVp4_59","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Sutterella","wadsworthensis"
"ASVp4_60","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","finegoldii"
"ASVp4_61","Bacteria","Bacillota_A","Clostridia","Lachnospirales","Lachnospiraceae","Enterocloster","alcoholdehydrogenati"
"ASVp4_62","Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","faecalis"
"ASVp4_63","Bacteria","Bacillota_A","Clostridia","Lachnospirales","Lachnospiraceae","Eisenbergiella","tayi"
"ASVp4_64","Bacteria","Bacillota_I","Bacilli_A","Erysipelotrichales","Erysipelotrichaceae","Holdemania","filiformis"
"ASVp4_65","Bacteria","Bacillota","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus","hominis"
"ASVp4_66","Bacteria","Bacillota_A","Clostridia","Lachnospirales","Lachnospiraceae","Hungatella","hathewayi"
"ASVp4_67","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","UBA1547","UBA1547","sp021847685"
"ASVp4_68","Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Eggerthella","lenta"
"ASVp4_69","Bacteria","Bacillota","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus","epidermidis"
"ASVp4_70","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","subtilis"
"ASVp4_71","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia","coli"
"ASVp4_72","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","ammonificans/ammoniigenes"
"ASVp4_73","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","distasonis"
"ASVp4_74","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Cloacibacterium","normanense/caeni_B"
"ASVp4_75","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Sutterella","wadsworthensis"
"ASVp4_76","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia","coli"
"ASVp4_77","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Salmonella","diarizonae/houtenae/enterica"
"ASVp4_78","Bacteria","Bacillota_A","Clostridia","Lachnospirales","Lachnospiraceae","Hungatella","hathewayi"
"ASVp4_79","Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Micrococcaceae","Kocuria","palustris/sp025149945"
"ASVp4_80","Bacteria","Bacillota_A","Clostridia","Lachnospirales","Lachnospiraceae","Enterocloster","citroniae"
"ASVp4_81","Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus_E","cecorum_A/cecorum"
"ASVp4_82","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Inhella","crocodyli"
"ASVp4_83","Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Micrococcaceae","Kocuria","palustris/sp025149945"
"ASVp4_84","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Limosilactobacillus","fermentum"
"ASVp4_85","Bacteria","Bacillota_A","Clostridia","Oscillospirales","Oscillospiraceae","Pseudoflavonifractor_A","sp022772585"
"ASVp4_86","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium","rifense/centrolobii/sp023101685/sp900113735/sp015291645/sp030403585/guangzhouense/sp028128765/cytisi/manausense/diazoefficiens_F/manausense_D/sp015291665/sp029909975/diazoefficiens_C/sp000473045/sp029892425/diazoefficiens_D/manausense_A/sp000938255/sp024199945/zhengyangense/campsiandrae/sp900115265/guangdongense"
"ASVp4_87","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Paucibacter_A","sp025717675"
"ASVp4_88","Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Bifidobacteriaceae","Bifidobacterium","pseudocatenulatum"
"ASVp4_89","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Rhodoferax_C","sp027924025"
"ASVp4_90","Bacteria","Bacillota_A","Clostridia","Lachnospirales","Lachnospiraceae","Ruminococcus_B","gnavus"
"ASVp4_91","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","S5_Bg_092)"
"ASVp4_92","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","S5_Bg_092)"
"ASVp4_93","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","ammonificans/ammoniigenes"
"ASVp4_94","Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Micrococcaceae","Kocuria","palustris/sp025149945"
"ASVp4_95","Bacteria","Bacillota_A","Clostridia","Oscillospirales","Oscillospiraceae","Instestinimonas_A","celer"
"ASVp4_96","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","uniformis"
"ASVp4_97","Bacteria","Bacillota","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus","hominis"
"ASVp4_98","Bacteria","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","sp001556435"
"ASVp4_99","Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus_E","cecorum_A/cecorum"
"ASVp4_100","Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Bifidobacteriaceae","Bifidobacterium","adolescentis"
"ASVp4_101","Bacteria","Bacillota","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus","epidermidis"
"ASVp4_102","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylobacterium","terrae/platani/aquaticum/currus/sp019216885/tarhaniae/aquaticum_C"
"ASVp4_103","Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Micrococcaceae","Rothia","amarae"
"ASVp4_104","Bacteria","Chloroflexota","Anaerolineae","Anaerolineales","Villigracilaceae","Villigracilis","sp016866215"
"ASVp4_105","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","ammonificans/ammoniigenes"
"ASVp4_106","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium","rifense/centrolobii/sp023101685/sp900113735/sp015291645/sp030403585/guangzhouense/sp028128765/cytisi/manausense/diazoefficiens_F/manausense_D/sp015291665/sp029909975/diazoefficiens_C/sp000473045/sp029892425/diazoefficiens_D/manausense_A/sp000938255/sp024199945/zhengyangense/campsiandrae/sp900115265/guangdongense"
"ASVp4_107","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculum","gordoncarteri"
"ASVp4_108","Bacteria","Bacillota_A","Clostridia","Lachnospirales","Lachnospiraceae","Hungatella","effluvii"
"ASVp4_109","Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus_A","avium"
"ASVp4_110","Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Bifidobacteriaceae","Bifidobacterium","longum"
"ASVp4_111","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Pelomonas","aquatica"
"ASVp4_112","Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella","sp902362275/sp902472315"
"ASVp4_113","Bacteria","Bacillota_A","Clostridia","Oscillospirales","Acutalibacteraceae","Hydrogeniiclostridium","mannosilyticum"
"ASVp4_114","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Rhodoferax_C","sp027924025"
"ASVp4_115","Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Bifidobacteriaceae","Bifidobacterium","adolescentis"
"ASVp4_116","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","NA"
"ASVp4_117","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","NA"
"ASVp4_118","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_119","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia","NA"
"ASVp4_120","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_121","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_122","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_123","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_124","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_125","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_126","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_127","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_128","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia","NA"
"ASVp4_129","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_130","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_131","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_132","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_133","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_134","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_135","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_136","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_137","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia","NA"
"ASVp4_138","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_139","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_140","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_141","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_142","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_143","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
