Unnamed: 0	Pathways	Naive	MinPath	Total families	Families found	Ontology - pathway type	Names	Common-Name-Taxa	Classification	Level 1	Level 1.1	Level 1.2	Level 1.3	Level 2	Level 2.1	Level 2.2	Level 2.3
344	PWY-8004	Yes	Yes	7	4	Carbohydrates-Degradation // Super-Pathways // Energy-Metabolism	Entner-Doudoroff pathway I // ED pathway I	Escherichia coli,Thermotoga maritima	Bacteria	Degradation/utilization/assimilation	Generation of precursor metabolites and energy	Superpathways		Carbohydrate degradation			
345	PWY-8016	Yes	No	5	1	Amino-Acid-Degradation // Energy-Metabolism	L-tyrosine degradation V (reductive Stickland reaction) // L-tyrosine fermentation // L-tyrosine reductive fermentation	Clostridium botulinum,Clostridium sporogenes	Bacteria	Degradation/utilization/assimilation	Generation of precursor metabolites and energy			Amino acid degradation			
346	PWY-7226	Yes	Yes	2	1	Nucleotide-Biosynthesis	guanosine deoxyribonucleotides <i>de novo</i> biosynthesis I	Escherichia coli,Homo sapiens,Saccharomyces cerevisiae,Salmonella enterica,Arabidopsis thaliana	Bacteria	Biosynthesis				Nucleoside and nucleotide biosynthesis			
347	CENTFERM-PWY	Yes	Yes	7	4	Energy-Metabolism	pyruvate fermentation to butanoate // central fermentation pathway // acetobutylicum fermentation // pyruvate fermentation to butyrate // pyruvic acid fermentation to butanoic acid	Butyrivibrio fibrisolvens,Clostridium acetobutylicum,Clostridium beijerinckii,Clostridium pasteurianum	Bacteria	Generation of precursor metabolites and energy							
348	PWY0-1324	Yes	No	3	1	Carbohydrates-Degradation	<i>N</i>-acetylneuraminate and <i>N</i>-acetylmannosamine degradation I // <i>N</i>-acetylneuraminate and <i>N</i>-acetylmannosamine degradation	Clostridium perfringens,Escherichia coli	Bacteria	Degradation/utilization/assimilation				Carbohydrate degradation			
349	GLYOXYLATE-BYPASS	Yes	No	6	1	Energy-Metabolism	glyoxylate cycle // glyoxylate bypass // glyoxylate shunt	Escherichia coli,Haloferax volcanii,Arabidopsis thaliana	Bacteria	Generation of precursor metabolites and energy							
350	PWY0-1587	Yes	Yes	3	2	Nucleic-Acid-Processing	N<sup>6</sup>-L-threonylcarbamoyladenosine<sup>37</sup>-modified tRNA biosynthesis	Saccharomyces cerevisiae,Escherichia coli	Bacteria	Macromolecule modification				Nucleic acid processing			
351	PWY-7254	Yes	Yes	9	5	Energy-Metabolism	TCA cycle VII (acetate-producers) // tricarboxylic acid cycle // citric acid cycle // Krebs cycle // Szent-Gyorgyi-Krebs cycle // TCA cycle VII (acetic acid-producers)	Acetobacter aceti,Geobacter sulfurreducens	Bacteria	Generation of precursor metabolites and energy							
352	GLUCONEO-PWY	Yes	Yes	13	8	Carbohydrates-Biosynthesis	gluconeogenesis I	Brassica napus,Cucumis sativus,Escherichia coli,Glycine max,Hordeum vulgare,Nicotiana tabacum,Oryza sativa,Pisum sativum,Ricinus communis,Solanum lycopersicum,Solanum tuberosum,Vicia faba,Zea mays,Arabidopsis thaliana	Bacteria	Biosynthesis				Carbohydrate biosynthesis			
353	GLUCOSE1PMETAB-PWY	Yes	No	5	2	Carbohydrates-Degradation	glucose and glucose-1-phosphate degradation	Escherichia coli	Bacteria	Degradation/utilization/assimilation				Carbohydrate degradation			
354	PWY-5833	Yes	Yes	3	1	Carbohydrates-Biosynthesis	CDP-4-dehydro-3,6-dideoxy-D-glucose biosynthesis // CDP-3,6-dideoxyhexose biosynthesis	Salmonella enterica,Yersinia pseudotuberculosis	Bacteria	Biosynthesis				Carbohydrate biosynthesis			
355	PROSYN-PWY	Yes	Yes	3	3	Amino-Acid-Biosynthesis	L-proline biosynthesis I (from L-glutamate)	Escherichia coli,Homo sapiens,Hordeum vulgare,Nicotiana tabacum,Vigna aconitifolia,Arabidopsis thaliana	Bacteria	Biosynthesis				Amino acid biosynthesis			
356	PWY1A0-6120	Yes	No	13	5	SECONDARY-METABOLITE-BIOSYNTHESIS	streptorubin B biosynthesis	Streptomyces coelicolor	Bacteria	Biosynthesis				Secondary metabolite biosynthesis			
357	PWY-8174	Yes	No	12	5	Lipid-Biosynthesis	odd <i>iso</i>-branched-chain fatty acid biosynthesis I	Bacillus subtilis	Bacteria	Biosynthesis				Fatty acid and lipid biosynthesis			
358	ARGDEG-III-PWY	Yes	No	3	1	Amino-Acid-Degradation	L-arginine degradation IV (arginine decarboxylase/agmatine deiminase pathway)	Pseudomonas aeruginosa,Aeromonas caviae	Bacteria	Degradation/utilization/assimilation				Amino acid degradation			
359	PWY-5536	Yes	Yes	1	1	Energy-Metabolism	acetate formation from acetyl-CoA (succinate) // acetic acid formation from acetyl-CoA III (succinic acid)	Cutibacterium granulosum,Entamoeba histolytica,Fasciola hepatica,Leishmania infantum,Leishmania mexicana,Neocallimastix sp. LM-2,Phytomonas,Trichomonas vaginalis,Tritrichomonas suis,Trypanosoma brucei	Bacteria	Generation of precursor metabolites and energy							
360	TOLUENE-DEG-3-OH-PWY	Yes	No	5	1	AROMATIC-COMPOUNDS-DEGRADATION	toluene degradation II (aerobic) (<I>via 4-methylcatechol</i>) // toluene degradation <I>via</I> 3-hydroxytoluene	Ralstonia pickettii	Bacteria	Degradation/utilization/assimilation				Aromatic compound degradation			
361	PWY-6854	Yes	Yes	2	1	HORMONE-SYN	ethene biosynthesis III (microbes) // ethylene biosynthesis III (microbes)	Penicillium digitatum,Ralstonia solanacearum,Cryptococcus albidus,Escherichia coli	Bacteria	Biosynthesis				Hormone, neurotransmitter, and signaling molecule biosynthesis			
362	PWY0-321	Yes	No	9	1	AROMATIC-COMPOUNDS-DEGRADATION	phenylacetate degradation I (aerobic)	Paraburkholderia caledonica,Aromatoleum evansii,Escherichia coli,Pseudomonas sp. Y2,Pseudomonas putida	Bacteria	Degradation/utilization/assimilation				Aromatic compound degradation			
363	PWY-7456	Yes	No	7	2	Polymer-Degradation // Carbohydrates-Degradation // Glycan-Pathways	&beta;-(1,4)-mannan degradation // plant mannan degradation	Bacteroides fragilis,Ruminococcus albus	Bacteria	Degradation/utilization/assimilation	Degradation/utilization/assimilation	Glycan pathways		Polymeric compound degradation	Carbohydrate degradation		
364	PWY-7581	Yes	Yes	2	2	Carbohydrates-Degradation	<i>N</i>-acetylneuraminate and <i>N</i>-acetylmannosamine degradation II	Bacteroides fragilis	Bacteria	Degradation/utilization/assimilation				Carbohydrate degradation			
365	PWY-6383	Yes	No	5	1	Cofactor-Biosynthesis // Polyprenyl-Biosynthesis	<i>trans</i>,octa-<i>cis</i> decaprenyl phosphate biosynthesis // mono-<i>trans</i>,poly-<i>cis</i> decaprenyl phosphate biosynthesis	Mycobacterium tuberculosis,Mycolicibacterium smegmatis	Bacteria	Biosynthesis	Biosynthesis			Cofactor, carrier, and vitamin biosynthesis	Polyprenyl biosynthesis		
366	PWY-8060	Yes	Yes	3	2	Carbohydrates-Degradation	2-deoxy-D-ribose degradation I // deoxyribose degradation I	Salmonella enterica,Citrobacter freundii,Enterobacter cloacae,Escherichia coli,Klebsiella oxytoca,Lactiplantibacillus plantarum,Raoultella terrigena,Vibrio parahaemolyticus,Yersinia sp. EA015	Bacteria	Degradation/utilization/assimilation				Carbohydrate degradation			
367	PWY-6344	Yes	Yes	6	4	Amino-Acid-Degradation // Energy-Metabolism	L-arginine degradation XIV (oxidative Stickland reaction) // L-arginine fermentation	Acetoanaerobium sticklandii,Alkaliphilus metalliredigens,Alkaliphilus oremlandii,Caldanaerobacter subterraneus,Clostridioides difficile,Clostridium sporogenes,Cutibacterium acnes,Fervidobacterium nodosum,Natranaerobius thermophilus,Petrotoga mobilis,Thermoanaerobacter pseudethanolicus,Thermosipho melanesiensis	Bacteria	Degradation/utilization/assimilation	Generation of precursor metabolites and energy			Amino acid degradation			
368	PWY-7819	Yes	No	7	2	Cell-Structure-Biosynthesis	poly(3-O-&beta;-D-glucopyranosyl-<i>N</i>-acetylgalactosamine 1-phosphate) wall teichoic acid biosynthesis // minor teichoic acid biosynthesis // GlcGalNAc-1P teichoic acid biosynthesis	Bacillus subtilis	Bacteria	Biosynthesis				Cell structure biosynthesis			
369	PWY-7854	Yes	No	13	3	C1-COMPOUNDS	crotonyl-CoA/ethylmalonyl-CoA/hydroxybutyryl-CoA cycle (engineered) // CO<sub>2</sub> fixation (engineered) // CETCH 5.4 cycle // crotonyl-CoA/ethylmalonyl-CoA/hydroxybutyryl-CoA cycle // carbon dioxide fixation (engineered)	Clostridium kluyveri,Escherichia coli,Homo sapiens,Methylorubrum extorquens,Nitrosopumilus maritimus,Rhodobacter capsulatus,Cereibacter sphaeroides,Arabidopsis thaliana	Bacteria	Degradation/utilization/assimilation				C1 Compound utilization and assimilation			
370	PWY-101	Yes	No	4	1	Energy-Metabolism	photosynthesis light reactions I (plastocyanin)	Chlamydomonas reinhardtii,Synechococcus elongatus,Synechocystis sp. PCC 6803,Arabidopsis thaliana	Bacteria	Generation of precursor metabolites and energy							
371	PWY-6269	Yes	Yes	6	4	Super-Pathways // Cofactor-Biosynthesis	superpathway of adenosylcobalamin salvage from cobinamide II	Halobacterium salinarum,Methanopyrus kandleri,Methanosarcina mazei,Methanothermobacter thermautotrophicus,Cereibacter sphaeroides	Bacteria	Biosynthesis	Superpathways			Cofactor, carrier, and vitamin biosynthesis			
372	PWY-6906	Yes	No	7	2	Carbohydrates-Degradation	chitin derivatives degradation	Vibrio cholerae non-O1,Vibrio cholerae O1,Vibrio furnissii	Bacteria	Degradation/utilization/assimilation				Carbohydrate degradation			
373	ACETOACETATE-DEG-PWY	Yes	Yes	2	2	Other-Degradation	acetoacetate degradation (to acetyl CoA) // acetoacetic acid degradation (to acetyl CoA)	Escherichia coli	Bacteria	Degradation/utilization/assimilation				Other degradation			
374	PWY-6964	Yes	Yes	2	2	Noncarbon-Nutrients	ammonia assimilation cycle II // GS/GOGAT pathway	Lupinus angustifolius,Oryza sativa,Pisum sativum,Synechococcus elongatus,Vitis vinifera,Zea mays,Arabidopsis thaliana	Bacteria	Degradation/utilization/assimilation				Inorganic nutrient metabolism			
375	PWY-8462	Yes	Yes	1	1	Carbohydrates-Biosynthesis	UDP-<i>N</i>-acetyl-&alpha;-D-mannosamine biosynthesis	Bacillus subtilis,Escherichia coli,Staphylococcus aureus,Salmonella enterica	Bacteria	Biosynthesis				Carbohydrate biosynthesis			
376	PWY-4621-1	Yes	Yes	2	1	Arsenic-Detoxification	arsenic detoxification VI (<i>E. coli</i>)	Escherichia coli	Bacteria	Detoxification				Arsenic detoxification			
377	PWY0-166	Yes	Yes	10	5	Super-Pathways // Nucleotide-Biosynthesis	superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis (<i>E. coli</i>)	Escherichia coli,Mycobacterium tuberculosis,Salmonella enterica	Bacteria	Biosynthesis	Superpathways			Nucleoside and nucleotide biosynthesis			
378	PWY0-1319	Yes	Yes	4	4	Lipid-Biosynthesis	CDP-diacylglycerol biosynthesis II	Escherichia coli,Arabidopsis thaliana	Bacteria	Biosynthesis				Fatty acid and lipid biosynthesis			
379	PWY-7791	Yes	Yes	6	6	Nucleotide-Biosynthesis	UMP biosynthesis III // uridine-5'-phosphate biosynthesis III // <i>de novo</i> biosynthesis of uridine-5'-phosphate III // <i>de novo</i> biosynthesis of uridine-5'-monophosphate III	Bacillus subtilis,Lactococcus lactis	Bacteria	Biosynthesis				Nucleoside and nucleotide biosynthesis			
380	PWY-8132	Yes	Yes	5	2	NUCLEO-DEG // Amino-Acid-Biosynthesis	<i>S</i>-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation III // dihydroxyacetone phosphate-ethylene shunt	Rhodopseudomonas palustris,Rhodospirillum rubrum	Bacteria	Biosynthesis	Degradation/utilization/assimilation			Amino acid biosynthesis	Nucleoside and nucleotide degradation		
381	PWY-2941	Yes	Yes	8	6	Amino-Acid-Biosynthesis	L-lysine biosynthesis II	Bacillus cereus,Niallia circulans,Bacillus licheniformis,Priestia megaterium,Bacillus mycoides,Bacillus pumilus,Bacillus subtilis,Brevibacillus laterosporus,Geobacillus stearothermophilus,Paenibacillus macerans,Paenibacillus polymyxa,Virgibacillus pantothenticus	Bacteria	Biosynthesis				Amino acid biosynthesis			
382	DETOX1-PWY-1	Yes	No	4	1	REACTIVE-OXYGEN-SPECIES-DEGRADATION // Super-Pathways	reactive oxygen species degradation // removal of superoxide radicals	Homo sapiens	Bacteria	Superpathways				Reactive oxygen species degradation			
383	FUCCAT-PWY	Yes	No	4	1	Carbohydrates-Degradation	L-fucose degradation I // L-fucose catabolism	Escherichia coli	Bacteria	Degradation/utilization/assimilation				Carbohydrate degradation			
384	PWY-7883	Yes	No	9	2	Other-Degradation	peptidoglycan recycling II // 1,6-anhydro-<i>N</i>-acetylmuramic acid recycling II // cell wall recycling II // anhydromuropeptides recycling II	Pseudomonas aeruginosa,Pseudomonas putida	Bacteria	Degradation/utilization/assimilation				Other degradation			
385	PWY-7094	Yes	No	6	2	Lipid-Biosynthesis	fatty acid salvage // &beta;-oxidation degradation - de novo fatty acid biosynthesis shunt	Pseudomonas aeruginosa	Bacteria	Biosynthesis				Fatty acid and lipid biosynthesis			
386	PWY-7400	Yes	No	9	4	Amino-Acid-Biosynthesis	L-arginine biosynthesis IV (archaea)	Halalkalicoccus,Haloarcula,Haloferax,Halomicrobium,Haloterrigena,Ignicoccus,Metallosphaera sedula,Natrialba,Natronomonas,Pyrobaculum,Sphaerobacter,Sulfolobus acidocaldarius,Thermobaculum,Thermomicrobium,Thermoproteus	Bacteria	Biosynthesis				Amino acid biosynthesis			
387	PWY-7928	Yes	Yes	2	1	Cofactor-Biosynthesis	nickel pincer cofactor biosynthesis I // pyridinium-3-thioamide-5-thiocarboxylate mononucleotide Ni pincer complex biosynthesis I // lactate racemase nickel cofactor biosynthesis I	Lactiplantibacillus plantarum	Bacteria	Biosynthesis				Cofactor, carrier, and vitamin biosynthesis			
388	PWY-8220	Yes	No	6	1	Glycan-Pathways // Cell-Structure-Biosynthesis // Carbohydrates-Biosynthesis	<i>Escherichia coli</i> serotype O:117 O antigen biosynthesis	Escherichia coli O117	Bacteria	Biosynthesis	Biosynthesis	Glycan pathways		Cell structure biosynthesis	Carbohydrate biosynthesis		
389	PWY0-1021	Yes	Yes	1	1	Amino-Acid-Biosynthesis	L-alanine biosynthesis III	Bacillus subtilis,Escherichia coli,Homo sapiens	Bacteria	Biosynthesis				Amino acid biosynthesis			
390	NONOXIPENT-PWY	Yes	Yes	4	3	Energy-Metabolism	pentose phosphate pathway (non-oxidative branch) I	Escherichia coli	Bacteria	Generation of precursor metabolites and energy							
391	PWY-8218	Yes	No	5	1	Glycan-Pathways // Cell-Structure-Biosynthesis // Carbohydrates-Biosynthesis	<i>Escherichia coli</i> serotype O:56 O antigen biosynthesis	Escherichia coli	Bacteria	Biosynthesis	Biosynthesis	Glycan pathways		Cell structure biosynthesis	Carbohydrate biosynthesis		
392	PWY-8211	Yes	No	5	1	Glycan-Pathways // Cell-Structure-Biosynthesis // Carbohydrates-Biosynthesis	<i>Escherichia coli</i> serotype O:7 O antigen biosynthesis	Escherichia coli O7	Bacteria	Biosynthesis	Biosynthesis	Glycan pathways		Cell structure biosynthesis	Carbohydrate biosynthesis		
393	PWY-8277	Yes	Yes	6	3	Cofactor-Biosynthesis	NAD <i>de novo</i> biosynthesis IV (anaerobic) // nicotinamide adenine dinucleotide biosynthesis	Escherichia coli,Porphyromonas gingivalis,Pyrococcus horikoshii	Bacteria	Biosynthesis				Cofactor, carrier, and vitamin biosynthesis			
394	TREDEGLOW-PWY	Yes	Yes	2	1	Carbohydrates-Degradation	trehalose degradation I (low osmolarity)	Paenibacillus popilliae,Bacillus subtilis,Escherichia coli	Bacteria	Degradation/utilization/assimilation				Carbohydrate degradation			
395	PWY-8017	Yes	No	6	1	Amino-Acid-Degradation // Super-Pathways // Energy-Metabolism	L-tryptophan degradation XIII (reductive Stickland reaction) // L-tryptophan reductive fermentation // L-tryptophan fermentation	Clostridium sporogenes	Bacteria	Degradation/utilization/assimilation	Generation of precursor metabolites and energy	Superpathways		Amino acid degradation			
396	LACTOSECAT-PWY	Yes	No	5	1	Carbohydrates-Degradation	lactose degradation I // lactose 6-P degradation I // lactose 6-phosphate degradation // lactose 6'-phosphate degradation	Lactococcus lactis,Staphylococcus aureus,Streptococcus mutans	Bacteria	Degradation/utilization/assimilation				Carbohydrate degradation			
397	PWY-8480	Yes	No	10	4	Acetate-Degradation	oxidative Ljungdahl-Wood pathway // reverse Wood pathway // syntrophic acetate oxidation // reverse Wood-Ljungdahl pathway // oxidative acetyl coenzyme A pathway // oxidative acetyl CoA pathway // reverse carbon monoxide dehydrogenase/acetyl-CoA pathway // reverse CODH/ACS pathway // oxidative CODH/ACS pathway // reverse Ljungdahl-Wood pathway	Syntrophaceticus schinkii,Tepidanaerobacter acetatoxydans,Thermacetogenium phaeum	Bacteria	Degradation/utilization/assimilation				Acetate degradation			
398	PWY-5103	Yes	Yes	6	4	Amino-Acid-Biosynthesis	L-isoleucine biosynthesis III	Escherichia coli,Escherichia coli Crookes	Bacteria	Biosynthesis				Amino acid biosynthesis			
399	PWY-6164	Yes	Yes	2	2	Carboxylate-Biosynthesis	3-dehydroquinate biosynthesis I	Bacillus subtilis,Escherichia coli,Haemophilus influenzae,Petunia x hybrida,Saccharomyces cerevisiae,Salmonella enterica	Bacteria	Biosynthesis				Carboxylic acid biosynthesis			
400	P164-PWY	Yes	No	13	3	NUCLEO-DEG // Energy-Metabolism	purine nucleobases degradation I (anaerobic) // purine fermentation	Clostridium,Gottschalkia acidurici,Clostridium cylindrosporum,Gottschalkia purinilytica	Bacteria	Degradation/utilization/assimilation	Generation of precursor metabolites and energy			Nucleoside and nucleotide degradation			
401	PWY-7377	Yes	Yes	11	10	Cofactor-Biosynthesis	cob(II)yrinate <i>a,c</i>-diamide biosynthesis I (early cobalt insertion)	Priestia megaterium,Chlorobaculum tepidum,Leptospira interrogans,Methanocaldococcus jannaschii,Methanothermobacter thermautotrophicus,Propionibacterium freudenreichii,Salmonella enterica	Bacteria	Biosynthesis				Cofactor, carrier, and vitamin biosynthesis			
402	PWY-7077	Yes	No	5	2	Carbohydrates-Degradation	<i>N</i>-acetyl-D-galactosamine degradation	Shewanella amazonensis,Shewanella sp. ANA-3,Shewanella sp. MR-4,Shewanella sp. MR-7	Bacteria	Degradation/utilization/assimilation				Carbohydrate degradation			
403	PWY-5653	Yes	Yes	3	3	Cofactor-Biosynthesis	NAD biosynthesis from 2-amino-3-carboxymuconate semialdehyde	Actinomycetota,Cytophaga hutchinsonii,Gemmata sp. Wa1-1,Homo sapiens,Oryza sativa,Polaribacter filamentus,Saccharomyces cerevisiae,Streptomyces antibioticus,Xanthomonas arboricola,Xanthomonas axonopodis	Bacteria	Biosynthesis				Cofactor, carrier, and vitamin biosynthesis			
404	PWY-8251	Yes	No	4	1	Glycan-Pathways // Cell-Structure-Biosynthesis // Carbohydrates-Biosynthesis	<i>Escherichia coli</i> serotype O:2 O antigen biosynthesis	Escherichia coli O2	Bacteria	Biosynthesis	Biosynthesis	Glycan pathways		Cell structure biosynthesis	Carbohydrate biosynthesis		
405	COLANSYN-PWY	Yes	Yes	1	1	Super-Pathways // Carbohydrates-Biosynthesis	colanic acid building blocks biosynthesis	Escherichia coli	Bacteria	Biosynthesis	Superpathways			Carbohydrate biosynthesis			
406	PWY4FS-8	Yes	Yes	2	1	Super-Pathways // Lipid-Biosynthesis	phosphatidylglycerol biosynthesis II (acyl-CoA donor)	Glycine max,Limnanthes douglasii,Pisum sativum,Ricinus communis,Saccharomyces cerevisiae,Triticum aestivum,Vigna radiata,Arabidopsis thaliana	Bacteria	Biosynthesis	Superpathways			Fatty acid and lipid biosynthesis			
407	PWY-6512	Yes	Yes	1	1	Energy-Metabolism	hydrogen oxidation III (anaerobic, NADP)	Thermococcus kodakarensis,Solidesulfovibrio fructosivorans	Bacteria	Generation of precursor metabolites and energy							
408	PWY-6946	Yes	No	11	1	Fatty-Acid-and-Lipid-Degradation	cholesterol degradation to androstenedione II (cholesterol dehydrogenase)	Mycobacterium tuberculosis,Streptomyces sp. SA-COO	Bacteria	Degradation/utilization/assimilation				Fatty acid and lipid degradation			
409	P124-PWY	Yes	Yes	15	13	Carbohydrates-Degradation // Energy-Metabolism	Bifidobacterium shunt // Bifidum fermentation // Bifidum pathway // fructose 6-phosphate pathway // Bifidum shunt // glucose fermentation to lactate (Bifidobacteria) // glucose fermentation to lactic acid (Bifidobacteria)	Bifidobacterium adolescentis,Bifidobacterium animalis,Bifidobacterium bifidum,Bifidobacterium longum	Bacteria	Degradation/utilization/assimilation	Generation of precursor metabolites and energy			Carbohydrate degradation			
410	PWY-7817	Yes	Yes	15	5	Cell-Structure-Biosynthesis	type I lipoteichoic acid biosynthesis (<i>S. aureus</i>)	Bacillus anthracis,Bacillus subtilis,Listeria monocytogenes,Staphylococcus aureus	Bacteria	Biosynthesis				Cell structure biosynthesis			
411	LYXMET-PWY	Yes	Yes	4	2	Carbohydrates-Degradation	L-lyxose degradation // L-lyxose metabolism	Escherichia coli	Bacteria	Degradation/utilization/assimilation				Carbohydrate degradation			
412	PWY-8289	Yes	No	5	2	Nucleotide-Biosynthesis	dZTP biosynthesis	Acinetobacter phage SH-Ab 15497,Cyanophage S-2L,Salmonella phage PMBT28,Vibrio phage	Bacteria	Biosynthesis				Nucleoside and nucleotide biosynthesis			
413	PWY-5055	Yes	Yes	8	1	AROMATIC-COMPOUNDS-DEGRADATION	nicotinate degradation III	Eubacterium barkeri	Bacteria	Degradation/utilization/assimilation				Aromatic compound degradation			
414	P21-PWY	Yes	Yes	2	2	Energy-Metabolism	pentose phosphate pathway (partial) // pentose phosphate pathway, Mycoplasma pneumonia	Mycoplasmoides pneumoniae	Bacteria	Generation of precursor metabolites and energy							
415	PYRIDNUCSYN-PWY	Yes	Yes	6	3	Cofactor-Biosynthesis	NAD <i>de novo</i> biosynthesis I // nicotinamide adenine dinucleotide biosynthesis	Bacillus cereus,Bacillus subtilis,Cupriavidus metallidurans,Escherichia coli,Gossypium hirsutum,Mycobacterium tuberculosis,Nicotiana rustica,Nicotiana tabacum,Pseudomonas aeruginosa,Pseudomonas putida,Ralstonia solanacearum,Ricinus communis,Arabidopsis thaliana	Bacteria	Biosynthesis				Cofactor, carrier, and vitamin biosynthesis			
416	PWY-7761	Yes	Yes	5	3	Cofactor-Biosynthesis	NAD salvage pathway II (PNC IV cycle)	Escherichia coli,Salmonella enterica	Bacteria	Biosynthesis				Cofactor, carrier, and vitamin biosynthesis			
417	PWY-8178	Yes	Yes	5	5	Energy-Metabolism	pentose phosphate pathway (non-oxidative branch) II	Entamoeba histolytica,Acetivibrio thermocellus,Clostridium thermosuccinogenes	Bacteria	Generation of precursor metabolites and energy							
418	PWY-7968	Yes	Yes	3	2	Cofactor-Biosynthesis	5-methylbenzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP	Archaeoglobus fulgidus,Desulforapulum autotrophicum,Desulfobulbus propionicus,Methanothrix soehngenii,Propionibacterium freudenreichii,Thermoplasma acidophilum	Bacteria	Biosynthesis				Cofactor, carrier, and vitamin biosynthesis			
419	PWY-8253	Yes	No	5	1	Glycan-Pathways // Cell-Structure-Biosynthesis // Carbohydrates-Biosynthesis	<i>Escherichia coli</i> serotype O:149/<i>Shigella boydii</i> serotype O1 O antigen biosynthesis // <i>Shigella</i> serotype B1 O antigen biosynthesis	Escherichia coli,Shigella boydii	Bacteria	Biosynthesis	Biosynthesis	Glycan pathways		Cell structure biosynthesis	Carbohydrate biosynthesis		
420	PWY-6210	Yes	No	4	1	AROMATIC-COMPOUNDS-DEGRADATION	2-aminophenol degradation	Ectopseudomonas oleovorans,Pseudomonas sp. AP3,Pseudomonas putida	Bacteria	Degradation/utilization/assimilation				Aromatic compound degradation			
421	PWY-7909	Yes	Yes	3	2	C1-COMPOUNDS	formaldehyde oxidation VII (THF pathway)	Bacillus methanolicus	Bacteria	Degradation/utilization/assimilation				C1 Compound utilization and assimilation			
422	PWY-8347	Yes	No	5	1	Carbohydrates-Biosynthesis	adipate biosynthesis // reverse adipate degradation pathway // RADP	Thermobifida fusca	Bacteria	Biosynthesis				Carbohydrate biosynthesis			
423	ILEUSYN-PWY	Yes	Yes	5	5	Amino-Acid-Biosynthesis	L-isoleucine biosynthesis I (from threonine)	Cupriavidus necator,Escherichia coli,Salmonella enterica	Bacteria	Biosynthesis				Amino acid biosynthesis			
424	PWY-8133	Yes	No	5	1	Glycan-Pathways // Carbohydrates-Biosynthesis	succinoglycan biosynthesis	Alcaligenes faecalis,Sinorhizobium meliloti	Bacteria	Biosynthesis	Glycan pathways			Carboxylic acid biosynthesis			
425	NONMEVIPP-PWY	Yes	Yes	8	7	SECONDARY-METABOLITE-BIOSYNTHESIS	methylerythritol phosphate pathway I // nonmevalonate isopentenyl diphosphate biosynthesis // methylerythritol phosphate degradation // MEP degradation // deoxyxylulose phosphate pathway // DOXP pathway // Rohmer pathway // isopentenyl diphosphate biosynthesis -- mevalonate-independent // nonmevalonate isoprenoid pathway // MEP pathway	Brucella abortus,Escherichia coli	Bacteria	Biosynthesis				Secondary metabolite biosynthesis			
426	PWY-7816	Yes	No	13	2	Cell-Structure-Biosynthesis	poly(ribitol phosphate) wall teichoic acid biosynthesis II (<i>S. aureus</i>) // ribitol teichoic acid biosynthesis	Staphylococcus aureus	Bacteria	Biosynthesis				Cell structure biosynthesis			
427	PWY-8190	Yes	Yes	7	3	Amino-Acid-Degradation // Energy-Metabolism	L-glutamate degradation XI (reductive Stickland reaction) // L-glutamate fermentation	Acidaminococcus fermentans,Clostridium kluyveri,Fusobacterium nucleatum,Peptoniphilus asaccharolyticus,Faecalispora sporosphaeroides,[Clostridium] symbiosum	Bacteria	Degradation/utilization/assimilation	Generation of precursor metabolites and energy			Amino acid degradation			
428	PWY-8196	Yes	No	5	1	Glycan-Pathways // Cell-Structure-Biosynthesis // Carbohydrates-Biosynthesis	<i>Salmonella enterica</i> serotype O:3,10 O antigen biosynthesis // group E <i>Salmonella</i> O antigen biosynthesis	Salmonella enterica	Bacteria	Biosynthesis	Biosynthesis	Glycan pathways		Cell structure biosynthesis	Carbohydrate biosynthesis		
429	PWY66-366	Yes	Yes	2	2	Cofactor-Biosynthesis	flavin salvage // riboflavin (vitamin B2) salvage	Enterococcus faecalis,Homo sapiens,Listeria monocytogenes,Streptococcus pyogenes	Bacteria	Biosynthesis				Cofactor, carrier, and vitamin biosynthesis			
430	PWY-1622	Yes	Yes	10	4	C1-COMPOUNDS	formaldehyde assimilation I (serine pathway)	Methylobacter whittenburyi,Methylobacterium organophilum,Methylocystis echinoides,Methylocystis minimus,Methylocystis parvus,Methylocystis pyriformis,Methylorubrum extorquens,Methylosinus sporium,Methylosinus trichosporium,Hyphomicrobium methylovorum,Hyphomicrobium zavarzinii	Bacteria	Degradation/utilization/assimilation				C1 Compound utilization and assimilation			
431	LEU-DEG2-PWY	Yes	No	6	1	Amino-Acid-Degradation	L-leucine degradation I	Acer pseudoplatanus,Homo sapiens,Pseudomonas aeruginosa,Pseudomonas fluorescens,Pseudomonas sp. mevalonii,Ectopseudomonas oleovorans,Pseudomonas putida,Streptomyces avermitilis	Bacteria	Degradation/utilization/assimilation				Amino acid degradation			
432	PWY-5197	Yes	No	4	1	Energy-Metabolism	lactate biosynthesis (archaea)	Methanocaldococcus jannaschii	Bacteria	Generation of precursor metabolites and energy							
433	HSERMETANA-PWY	Yes	Yes	2	1	Super-Pathways // Amino-Acid-Biosynthesis	L-methionine biosynthesis III // L-methionine biosynthesis by sulfhydrylation	Corynebacterium glutamicum,Leptospira meyeri,Saccharomyces cerevisiae,[Brevibacterium] flavum	Bacteria	Biosynthesis	Superpathways			Amino acid biosynthesis			
